"433"	"1000481306"
"791"	"1000773896"
"12916"	"100099285"
"3230"	"100110833"
"14137"	"100136467"
"6374"	"1001544474"
"3509"	"10015502"
"6404"	"10023212"
"4282"	"1003613234"
"8752"	"1003637136"
"12949"	"1003638145"
"12046"	"1004021"
"14598"	"100510122"
"13140"	"1005107508"
"14540"	"1006060412"
"5131"	"1006157898"
"1517"	"100691652"
"6138"	"1007198275"
"8695"	"1007418312"
"12229"	"100763919"
"570"	"100790029"
"12208"	"1008013824"
"1887"	"100867970"
"10611"	"1008683462"
"521"	"1010638922"
"3533"	"101080805"
"4678"	"101213140"
"9773"	"1012212102"
"11037"	"101345358"
"7496"	"101633650"
"1709"	"101635250"
"12773"	"101653849"
"3194"	"1016913913"
"9435"	"101755534"
"10182"	"10178852"
"3658"	"1018971020"
"12506"	"1019056926"
"3552"	"102033008"
"12392"	"1020893352"
"857"	"1021165188"
"8669"	"102168630"
"11773"	"102276598"
"4719"	"102278663"
"8447"	"1023385651"
"7002"	"1023600920"
"702"	"1024034173"
"10406"	"102472388"
"9688"	"102576452"
"7946"	"102632484"
"6956"	"102636347"
"13767"	"102746704"
"500"	"1027944092"
"6847"	"1028077176"
"10553"	"1028161957"
"14635"	"1028199864"
"12929"	"102889227"
"14147"	"102906424"
"4610"	"1029388938"
"991"	"1029986682"
"1093"	"103132964"
"7693"	"1031975413"
"3283"	"103209783"
"12146"	"1032363085"
"4754"	"1033668020"
"8811"	"103516223"
"5681"	"1035361177"
"12560"	"1036128740"
"3088"	"1036244364"
"5583"	"103665880"
"202"	"103748972"
"3210"	"1037955097"
"14372"	"1038107634"
"9006"	"1038368336"
"9349"	"1040658404"
"8832"	"1040864514"
"10362"	"10423882"
"3743"	"1043243130"
"2604"	"104352811"
"9624"	"1043538967"
"7044"	"104388856"
"7931"	"104408294"
"10741"	"104459362"
"5155"	"104583352"
"12912"	"1046444382"
"9291"	"1046648870"
"11061"	"104684369"
"3781"	"1048741129"
"10044"	"104935159"
"11580"	"105087231"
"122"	"1051825478"
"7128"	"1051985076"
"8648"	"1051997106"
"10290"	"1052318196"
"14105"	"105235330"
"4621"	"1052368855"
"12521"	"1052515225"
"3443"	"105349278"
"13662"	"1053758797"
"7791"	"105383616"
"8417"	"105393066"
"10126"	"1054114969"
"4699"	"1054392774"
